,x,y,z,layer,region,type
0,3340.6433701921464,-1121.440833014761,-3239.3602640928675,L6,S1FL,LineSource
1,3352.6908701921466,-1124.460333014761,-3223.683764092868,L6,S1FL,LineSource
2,3364.7383701921462,-1127.479833014761,-3208.007264092868,L6,S1FL,LineSource
3,3376.7858701921464,-1130.4993330147609,-3192.331264092868,L6,S1FL,LineSource
4,3388.8333701921465,-1133.518833014761,-3176.6552640928676,L6,S1FL,LineSource
5,3400.8808701921466,-1136.538333014761,-3160.9792640928677,L6,S1FL,LineSource
6,3412.9283701921468,-1139.557833014761,-3145.3032640928677,L6,S1FL,LineSource
7,3424.9753701921463,-1142.5773330147608,-3129.6267640928677,L6,S1FL,LineSource
8,3437.0223701921464,-1145.596833014761,-3113.9502640928677,L6,S1FL,LineSource
9,3449.0698701921465,-1148.616333014761,-3098.2742640928677,L6,S1FL,LineSource
10,3461.1173701921466,-1151.635833014761,-3082.598264092868,L6,S1FL,LineSource
11,3473.1648701921467,-1154.6553330147608,-3066.9217640928678,L6,S1FL,LineSource
12,3485.2123701921464,-1157.674833014761,-3051.2452640928677,L6,S1FL,LineSource
13,3497.2598701921465,-1160.694333014761,-3035.569264092868,L6,S1FL,LineSource
14,3509.3073701921467,-1163.713833014761,-3019.893264092868,L6,S1FL,LineSource
15,3521.3543701921467,-1166.7333330147608,-3004.217264092868,L6,S1FL,LineSource
16,3533.4013701921467,-1169.7528330147609,-2988.541264092868,L6,S1FL,LineSource
17,3545.4488701921464,-1172.772333014761,-2972.864764092868,L6,S1FL,LineSource
18,3557.4963701921465,-1175.7918330147609,-2957.188264092868,L6,S1FL,LineSource
19,3569.5438701921466,-1178.8113330147607,-2941.5122640928676,L6,S1FL,LineSource
20,3581.5913701921463,-1181.8308330147609,-2925.8362640928676,L6,S1FL,LineSource
21,3593.6388701921464,-1184.850333014761,-2910.1597640928676,L6,S1FL,LineSource
22,3605.6863701921466,-1187.8698330147608,-2894.483264092868,L6,S1FL,LineSource
23,3617.7338701921462,-1190.889333014761,-2878.8072640928676,L6,S1FL,LineSource
24,3629.7813701921464,-1193.908833014761,-2863.1312640928677,L6,S1FL,LineSource
25,3641.8288701921465,-1196.928333014761,-2847.4552640928678,L6,S1FL,LineSource
26,3653.8763701921466,-1199.947833014761,-2831.779264092868,L6,S1FL,LineSource
27,3665.9238701921468,-1202.9673330147612,-2816.102764092868,L6,S1FL,LineSource
28,3677.9713701921464,-1205.986833014761,-2800.4262640928678,L6,S1FL,LineSource
29,3690.0183701921464,-1209.005833014761,-2784.750264092868,L6,S1FL,LineSource
30,3702.0653701921465,-1212.024833014761,-2769.074264092868,L6,S1FL,LineSource
31,3714.1128701921466,-1215.044333014761,-2753.397764092868,L6,S1FL,LineSource
32,3726.1603701921467,-1218.063833014761,-2737.721264092868,L6,S1FL,LineSource
33,3738.2078701921464,-1221.0833330147611,-2722.045264092868,L6,S1FL,LineSource
34,3750.2553701921465,-1224.102833014761,-2706.3692640928675,L6,S1FL,LineSource
35,3762.3028701921467,-1227.122333014761,-2690.6932640928676,L5,S1FL,LineSource
36,3774.3503701921463,-1230.141833014761,-2675.0172640928677,L5,S1FL,LineSource
37,3786.3973701921464,-1233.161333014761,-2659.3407640928676,L5,S1FL,LineSource
38,3798.4443701921464,-1236.180833014761,-2643.6642640928676,L5,S1FL,LineSource
39,3810.4918701921465,-1239.2003330147609,-2627.9882640928677,L5,S1FL,LineSource
40,3822.5393701921466,-1242.219833014761,-2612.3122640928677,L5,S1FL,LineSource
41,3834.5868701921463,-1245.239333014761,-2596.6357640928677,L5,S1FL,LineSource
42,3846.6343701921464,-1248.258833014761,-2580.9592640928677,L5,S1FL,LineSource
43,3858.6818701921466,-1251.2783330147608,-2565.2832640928677,L5,S1FL,LineSource
44,3870.7293701921467,-1254.297833014761,-2549.607264092868,L5,S1FL,LineSource
45,3882.7763701921467,-1257.317333014761,-2533.931264092868,L5,S1FL,LineSource
46,3894.8233701921463,-1260.336833014761,-2518.255264092868,L5,S1FL,LineSource
47,3906.8708701921464,-1263.3563330147608,-2502.578764092868,L5,S1FL,LineSource
48,3918.9183701921465,-1266.375833014761,-2486.902264092868,L5,S1FL,LineSource
49,3930.965870192146,-1269.395333014761,-2471.2262640928675,L5,S1FL,LineSource
50,3943.0133701921463,-1272.414833014761,-2455.5502640928676,L5,S1FL,LineSource
51,3955.0608701921465,-1275.4343330147608,-2439.8742640928676,L5,S1FL,LineSource
