0, 2386.2068965517224
10.769230769230763, 2378.514588859414
19.9999999999998, 2379.310344827584
24.61538461538465, 2422.8116710875306
29.23076923076918, 2337.0026525198923
30.769230769230667, 2250.928381962863
32.30769230769217, 2138.992042440316
35.38461538461544, 1984.0848806366023
41.53846153846151, 2165.6498673740034
46.15384615384632, 2303.978779840847
50.76923076923094, 2390.5835543766552
58.46153846153826, 2503.3156498673716
66.15384615384619, 2529.8408488063633
76.92307692307666, 2530.7692307692278
92.30769230769218, 2506.2334217506605
110.76923076923065, 2473.34217506631
127.69230769230785, 2448.938992042438
144.6153846153845, 2424.5358090185655
158.46153846153828, 2408.4880636604753
183.0769230769231, 2401.9893899204226
312.3076923076921, 2404.509283819627
