,x,y,z,layer,region,type
0,3340.6433701921464,-1121.440833014761,-3239.3602640928675,L6,S1FL,LineSource
1,3364.7383701921462,-1127.479833014761,-3208.007264092868,L6,S1FL,LineSource
2,3388.8333701921465,-1133.518833014761,-3176.6552640928676,L6,S1FL,LineSource
3,3412.9283701921468,-1139.557833014761,-3145.3032640928677,L6,S1FL,LineSource
4,3437.0223701921464,-1145.596833014761,-3113.9502640928677,L6,S1FL,LineSource
5,3461.1173701921466,-1151.635833014761,-3082.598264092868,L6,S1FL,LineSource
6,3485.2123701921464,-1157.674833014761,-3051.2452640928677,L6,S1FL,LineSource
7,3509.3073701921467,-1163.713833014761,-3019.893264092868,L6,S1FL,LineSource
8,3533.4013701921467,-1169.7528330147609,-2988.541264092868,L6,S1FL,LineSource
9,3557.4963701921465,-1175.7918330147609,-2957.188264092868,L6,S1FL,LineSource
10,3581.5913701921463,-1181.8308330147609,-2925.8362640928676,L6,S1FL,LineSource
11,3605.6863701921466,-1187.8698330147608,-2894.483264092868,L6,S1FL,LineSource
12,3629.7813701921464,-1193.908833014761,-2863.1312640928677,L6,S1FL,LineSource
13,3653.8763701921466,-1199.947833014761,-2831.779264092868,L6,S1FL,LineSource
14,3677.9713701921464,-1205.986833014761,-2800.4262640928678,L6,S1FL,LineSource
15,3702.0653701921465,-1212.024833014761,-2769.074264092868,L6,S1FL,LineSource
16,3726.1603701921467,-1218.063833014761,-2737.721264092868,L6,S1FL,LineSource
17,3750.2553701921465,-1224.102833014761,-2706.3692640928675,L6,S1FL,LineSource
18,3774.3503701921463,-1230.141833014761,-2675.0172640928677,L5,S1FL,LineSource
19,3798.4443701921464,-1236.180833014761,-2643.6642640928676,L5,S1FL,LineSource
20,3822.5393701921466,-1242.219833014761,-2612.3122640928677,L5,S1FL,LineSource
21,3846.6343701921464,-1248.258833014761,-2580.9592640928677,L5,S1FL,LineSource
22,3870.7293701921467,-1254.297833014761,-2549.607264092868,L5,S1FL,LineSource
23,3894.8233701921463,-1260.336833014761,-2518.255264092868,L5,S1FL,LineSource
24,3918.9183701921465,-1266.375833014761,-2486.902264092868,L5,S1FL,LineSource
25,3943.0133701921463,-1272.414833014761,-2455.5502640928676,L5,S1FL,LineSource
